row ID,row m/z,row retention time,G72746_10x_3ul_BB3_01_17887.mzXML Peak area,G73645_BC6_01_18671.mzXML Peak area,G75179_5x_RB2_01_17259.mzXML Peak area,G72708_10x_BC10_01_17818.mzXML Peak area,G73640_BB6_01_18655.mzXML Peak area,G72711_10x_BH9_01_17937.mzXML Peak area,G73942_1x_BD12_01_17303.mzXML Peak area,G72517_10x_BH10_01_17938.mzXML Peak area,G79618_5x_RG5_01_17969.mzXML Peak area,G73644_p5_d5_15ul_GD4_01_21649.mzXML Peak area,G78968_BB9_01_18660.mzXML Peak area,G73949_1x_BC12_01_17290.mzXML Peak area,G79473_5x_RE10_01_18233.mzXML Peak area,G75172_1x_BH11_01_17354.mzXML Peak area,G73437_1x_rerun_BE4_01_17364.mzXML Peak area,G72745_10x_BD4_01_17825.mzXML Peak area,G78944_BB8_01_18659.mzXML Peak area,G75697_rerun_BG7_01_18771.mzXML Peak area,G75696_BA7_01_18642.mzXML Peak area,G75212_1x_BC3_01_17282.mzXML Peak area,G78948_rerun_BD11_01_18712.mzXML Peak area,G78942_rerun_BH9_01_18781.mzXML Peak area,G72441_1x_BA6_01_17274.mzXML Peak area,G79584_5x_RH6_01_18243.mzXML Peak area,
939,740.521437643032,10.772734375,0,0,200.1409999999995,213.53000000000264,210.11200000000372,682.1985000000092,309605.7174999998,928.2665000000085,0,295.739999999995,0,6945.563999999995,6306.878499999975,0,4367.436499999998,2954.9739999999983,429.23200000000463,193.63799999999517,0,64047.39750000003,0,21338.46599999986,193889.26150000005,0,
940,175.06015604778577,0.8535791666666667,0,0,7845.9175000000005,241.24000000000052,0,770.7299999999997,108761.6505,82801.63250000002,0,0,0,168.86849999999959,0,4390.757000000003,2941887.5515,3249.8289999999993,0,0,0,16689.0905,0,182.31749999999988,869395.975,0,
941,519.112284342448,3.6332125,0,0,0,0,0,0,100735.83,0,0,0,0,0,0,224.0634999999986,0,209.23799999999932,0,0,0,0,0,530.8415000000018,0,0,
944,454.2929338592881,6.9786270833333335,15696.732499999813,3988.3889999999883,682.1620000000087,7582.680499999984,8878.656500000021,15743.530999999883,36410.784,11569.5455000001,89223.41899999997,9424.509500000093,257129.55800000083,10853.73249999994,170329.9540000012,25142.564999999868,48605.43299999987,68273.81200000002,36291.87850000022,10239.42299999999,4041.490499999919,20282.15050000012,48636.38549999992,42669.969999999834,817426.6924999981,107303.5260000008,
955,443.33476913639305,8.17306875,23992.623000000036,33817.786500000075,11134.925999999949,33650.01350000026,31745.702999999692,39534.135500000164,34174.41400000015,64744.14550000082,18344.862499999712,29995.298000000475,34620.57750000002,22875.46199999971,48087.42549999939,55190.949499999275,39058.6459999997,126556.44599999726,33192.77349999973,60730.68100000032,29596.347000000475,22089.99949999995,59501.57200000085,52003.581499999484,16984.97049999974,39160.10899999997,
960,453.3366616566976,6.3344125,0,0,231.65199999999382,0,0,0,48264.111999999994,2994.228000000002,0,0,0,0,0,4189.976000000012,0,0,0,0,0,0,0,0,0,0,
962,563.152847290039,2.8920125,0,0,0,0,0,0,82427.07050000006,0,0,0,0,320.09149999999727,0,0,0,0,0,0,0,0,0,0,482.03599999999915,175.06800000000015,
968,522.5980559560035,12.00114652777778,1671.9690000000282,27349.053000000225,35880.546499999975,38349.0904999998,6949.069500000009,3747.123499999997,827618.643,2019.2300000000641,5990.509500000055,3575.3334999999993,4669.129500000063,3106.837999999946,1029736.4675000015,36346.29199999982,5313.636000000022,350.93450000000666,67604.783,3809.9405000000447,17972.30200000003,82746.82199999965,3954.9795,76478.21199999993,1654.2400000000114,33139.612499999974,
973,350.0686216707583,0.8595944444444444,0,0,0,209.47200000000038,0,0,46034.58350000001,34148.716000000015,0,0,0,0,0,0,1796779.7805000003,0,0,0,0,714.9760000000001,0,0,521387.61300000007,0,
975,736.5359302520752,9.9610125,7379.001,2276.1900000000082,3503.5280000000143,4357.862499999998,7216.374000000058,4992.151999999998,52525.41400000008,3450.270000000056,0,0,649.4439999999918,26019.309499999556,5452.610499999983,35686.749,2880.741500000003,0,760.0990000000072,2592.2469999999844,958.2269999999753,15837.803999999776,1255.8025000000175,0,39685.44250000004,2746.7614999999983,
976,466.5349185081505,13.068943181818183,36637.02300000018,63507.77949999943,198.0165000000028,5245.423000000017,100853.64949999907,42795.82800000004,432594.98250000045,20590.747000000174,88187.87000000014,6069.738000000036,0,109530.54800000002,975.9574999999974,674.9150000000036,144701.72100000034,1305.6500000000058,0,2290.178999999999,1267.8294999999862,9037.629499999985,284642.1725000031,2750486.3949999996,125150.39649999986,1850.4609999999768,
979,312.3263401198008,9.64625138888889,6210.55549999976,17277.751499999933,4036.4974999999486,2479.4795000000104,16701.694999999738,4688.699999999952,31680.05249999945,2442.7149999999956,10388.506000000034,57151.59849999966,11333.845999999921,12734.402000000013,26520.902499999913,40333.91600000071,2624.4705000000313,206706.33700000093,13436.771500000266,52428.19600000078,18233.915999999877,12694.252500000039,9936.642499999942,50847.02900000065,20531.633999999984,7813.305500000047,
980,325.69580396016437,6.311858333333333,0,0,494.2549999999991,0,0,0,43045.92600000002,0,0,0,0,0,0,4597.798500000013,0,0,0,0,0,0,0,0,0,365.2739999999984,
981,452.48406882426633,12.150830952380952,0,3897.77949999996,516.6600000000074,224.7330000000033,3550.255499999999,1604.4085000000227,36825.89750000034,0,539.2775000000019,7328.903000000026,2884.3539999999593,2534.8434999999945,7566.030500000041,121954.39350000046,0,22202.56599999989,7100.397999999981,65298.42850000046,9082.872000000105,1698.4359999999906,3685.2619999999415,81371.0369999996,20939.61599999956,229.66999999999194,
984,536.5781544117701,11.758560416666667,0,3626.1595000000107,0,3046.569000000001,3701.9035000000317,18636.234499999853,82896.66449999975,14429.152499999995,19113.239499999865,0,9475.98050000002,179319.11749999976,12391.575000000048,26744.876499999984,156675.45199999996,449.7519999999937,0,0,177.06600000000174,0,0,1407.4845000000132,0,989.5845000000265,
989,887.569187999907,11.611686666666667,0,0,0,0,0,0,51351.150000000285,0,0,0,0,1450.2579999999764,0,1355.5665000000035,4547.590000000017,0,0,0,0,9941.213499999954,0,0,0,0,
990,176.09214455135285,0.36365714285714285,218.956,227.61249999999995,0,4488.245,302.5289999999998,7558.512999999995,27263.507000000005,186142.86849999992,1138.840000000001,477.6030000000003,0,21566.621500000005,405.2025000000001,0,1020464.088,15868.7495,1140.6505000000006,1855.404,522.6165,104381.73799999998,6450.219500000003,1423.1639999999984,313375.04550000007,11588.456000000004,
993,871.5748463948566,12.732826666666668,0,0,218.12000000000432,0,0,0,65750.2949999995,0,0,0,0,174733.2109999996,0,0,56303.72100000005,0,0,0,0,356143.6459999994,0,0,0,0,
1000,568.4284756459346,9.678240476190478,2709.9635000000626,0,9435.72449999993,1181.0714999999705,409.7499999999865,295.57300000000237,20860.13899999996,0,0,0,0,68853.30050000032,0,1082308.168500007,4061.4660000000436,35237.74799999909,3492.1429999999846,0,168.19900000000138,135618.45450000034,0,0,8733.07350000002,0,
1002,270.27939024395414,9.555474305555554,8867.677000000063,16157.640000000129,1129.404999999982,1637.0684999999894,18535.379000000037,2774.176000000004,19262.058000000245,410.9625000000034,11145.209499999763,5727.078000000015,13827.859499999664,10576.887999999888,7792.4219999998995,15712.605999999967,781.5765000000088,39624.75999999929,18437.830999999474,92910.19799999997,28812.399000000078,11231.465999999957,13588.493499999971,97884.543,12605.5939999999,3624.868000000014,
1004,494.56682931880124,13.044802777777777,1552.020500000007,39186.65999999993,1196.3154999999851,315155.1710000014,40999.87849999982,103474.02150000073,598037.5785000003,139237.2595000006,21596.9980000001,15213.185999999974,59071.22899999954,113905.86100000056,63430.15950000051,8173.150500000016,243818.91649999953,844894.0004999997,2343.2119999999913,1948.2015000000333,14997.98499999987,240.93299999999988,394076.70199999993,1558952.0069999893,4312.266499999997,221437.31899999993,
1005,478.2931503445762,6.776128472222223,45033.65699999977,5509.106000000009,3211.8945000000167,10278.006999999876,4699.83000000002,12272.48050000014,17926.950000000135,11027.985999999913,1873.0639999999776,6482.249999999954,76047.42600000018,9246.092999999963,89973.98350000117,12795.254999999881,94370.98449999945,43431.570499999594,45667.282999999945,171218.0979999998,24199.187000000064,30641.126999999717,58241.248499999485,99634.30200000042,560410.5540000033,15747.804499999882,
1017,714.5080656893292,13.12161,413.1344999999982,0,1061.055499999992,5029.442999999982,0,706.0870000000031,20326.26100000053,0,0,0,0,5936.960999999958,0,892.6880000000218,177.28199999999737,183454.46950000103,1361.3585000000146,1400.4904999999962,570.570500000009,4584.885499999972,0,268.4680000000065,13845.03800000006,0,
1020,740.5224743308504,13.132241666666665,2974.2124999999883,927.1819999999859,2418.535999999973,1102.328999999991,1340.8989999999715,3170.549500000011,32332.244000000443,1300.2824999999752,1778.2645000000023,399.58850000001166,8681.934499999974,3270.6924999999633,3798.158999999998,2817.0125000000126,1236.8395000000164,28792.00450000028,8264.078000000036,5414.515999999976,2293.957000000009,7851.1649999999645,0,9303.107999999982,14885.44500000005,0,
1024,139.00248927161806,0.8846452380952383,0,0,6842.4519999999975,0,0,367.8749999999992,60686.45000000002,20215.64549999999,0,0,0,0,0,0,1689624.8789999995,0,0,0,0,12165.444000000001,0,0,344393.35,0,
1025,438.5040254905741,9.18758,9559.441999999928,11883.932999999797,408.07400000000064,1075.958500000002,27355.325999999775,0,207251.73650000006,7510.2410000001255,0,3339.0939999999896,18309.092999999906,106104.00750000015,0,0,233199.65200000015,212.94049999999706,17557.0519999999,0,224.95399999999896,0,0,122250.78100000089,0,0,
1029,723.4963167078355,10.467936274509805,397.1219999999901,0,102927.77250000037,202.05800000000045,0,379.5329999999936,287234.906,172948.15100000007,0,198.31900000000638,378.1469999999845,352916.5790000001,0,4021.2059999998783,328264.60699999967,236286.06750000556,203.60799999999904,426.33350000000775,0,256129.99850000037,0,511.524000000005,266803.8310000004,0,
1037,340.35753910717557,10.302350000000002,11080.336000000123,3999.567500000039,20185.31550000012,7773.613500000006,4902.360499999908,7418.255999999978,19788.49050000027,6024.325999999901,6277.651999999999,8861.990500000029,6902.390500000012,9035.1089999998,6815.703499999825,56124.42800000105,8569.10999999995,133871.85000000036,6116.088999999944,14752.913500000046,12284.404500000119,15190.901499999905,1593.5480000000148,5812.293000000008,47321.0575000001,5564.46749999986,
1045,747.4931970675029,12.516038333333336,0,0,3029.2189999999696,0,0,0,228645.12799999985,5574.258000000028,0,0,0,53618.58100000019,0,3724.8470000000216,94773.60100000014,1095044.4244999988,0,0,0,156135.39350000012,0,0,120015.8755,179.74000000000513,
1054,723.4949282352507,11.588223333333332,0,0,29656.535499999918,0,302.513999999994,0,219822.0225000002,555.8940000000005,0,0,0,93475.52299999865,267.8939999999962,7195.96649999998,6944.442999999999,4554.453499999961,174.31699999999668,295.46999999999565,278.8850000000084,45486.741500000026,0,1773.3114999999855,6931.590000000043,0,
1057,385.2928682789299,7.900081884057971,3359.0995000000485,2326.105000000008,3282.2479999999823,3217.8404999999893,2693.759499999949,3844.0075000000265,11988.766500000022,3505.100500000029,3033.8600000000274,4534.4779999999855,6491.121500000057,8506.64950000001,4546.220000000054,15152.195500000047,10267.466000000039,5469.580999999982,3188.0850000000314,4022.6374999999643,3540.6699999999882,7351.483500000052,136987.49599999908,0,51641.89149999977,2653.639999999985,
1060,466.53554105313754,8.997318421052631,0,9576.73450000001,180.0469999999968,472147.88700000074,2690.594500000012,137105.63549999835,400471.35199999996,39434.07499999988,22879.668000000038,0,7815.92049999988,627627.1074999999,4298.321500000022,61932.75099999962,160107.63500000042,77887.31500000063,0,0,5034.597000000031,0,448.43400000001884,119667.1605000003,920.2849999999693,94422.67049999998,
1063,356.2061014528628,3.921814814814815,0,0,0,0,0,0,12534.651000000023,1118.9474999999932,0,0,0,0,0,239.36699999999843,11104.89949999996,0,0,0,178.65099999999848,390.0819999999999,172.46250000000094,0,565344.0114999997,8873.277999999997,
1066,517.3712603674995,7.773054166666667,6178.968499999988,8719.405999999912,3226.396499999951,9779.063999999926,6983.390000000018,10631.194500000156,11582.990000000098,13303.243500000004,7188.09400000011,19545.911499999933,10801.15249999997,8769.476999999952,18399.36000000011,16277.644000000006,12302.83550000002,15862.020499999866,12433.426000000174,14708.876500000099,9438.59100000006,8353.319499999969,433816.0609999988,12393.307500000034,11417.746500000037,14660.274999999936,
1073,289.6596542093818,7.189736231884059,8397.937999999911,10576.12300000003,0,3298.7550000000215,17709.19550000014,1240.0320000000067,10978.702499999941,1187.257999999999,28940.825500000028,15464.756000000049,30483.982500000355,958.7235000000094,57465.248499999594,634.1359999999986,3993.1430000000087,4074.178000000009,15833.44149999992,14275.382499999996,4787.53799999997,5448.087000000018,19300.652500000106,22423.74500000003,72523.54100000013,92412.24150000053,
1093,207.13789580798897,3.198815384615384,808.3184999999985,0,41596.01849999986,10478.645499999973,0,13415.066000000093,8840.12699999994,8372.583999999953,0,303.2550000000005,0,68955.65200000022,0,12088.157500000016,116502.18449999946,77146.05000000019,0,0,0,16118.171000000008,0,0,293521.185000001,0,
1094,780.5526478502846,13.146019047619044,178.53000000000014,8642.367499999895,0,1014.5369999999949,12322.59599999985,2045.1520000000046,24518.524000000125,0,1760.147499999989,806.5524999999958,168079.96349999993,4827.820999999979,5284.254999999986,504.60199999999963,1835.4560000000308,27683.29900000045,9049.263500000006,534.0810000000074,1306.2479999999994,14671.922000000026,251032.97900000002,29387.5835,27243.226000000057,0,
1100,716.5236931302215,9.397210185185186,0,3804.1790000000383,539.4475000000177,3579.5074999999824,9865.678500000035,50859.00749999974,65562.58450000006,2837.392500000052,1942.1569999999724,181.98450000000176,291390.19499999995,0,0,3824.559000000025,155339.62799999974,6120.460000000107,3485.3629999999994,0,0,309719.02750000113,0,4941.547499999928,48304.860000000175,168.7655000000037,
1135,443.1488218519423,3.6582250000000003,0,0,595.8744999999994,4295.480499999993,0,561.8324999999999,186.84600000000142,1049166.061999996,0,0,0,0,0,0,100139.20800000058,217.01300000000066,180.43050000000045,0,0,183.73599999999954,214.31599999999906,361.5470000000008,27555.519000000088,0,
1136,498.2600028209197,3.9545615384615376,346.24199999999956,0,0,0,0,598.7759999999926,0,1160327.541499999,291.7419999999975,0,208.1529999999999,6752.5990000000165,0,597.1260000000025,0,370.95600000000013,0,0,351.525,1243.0719999999865,0,744.976000000004,1004.0179999999966,27142.43199999998,
1137,528.2022157699342,4.061108333333333,0,0,0,0,0,0,0,701925.4654999932,0,0,0,0,0,5628.312499999982,4270.735500000027,0,0,0,0,0,218.11999999999722,0,452.3569999999952,512.8504999999946,
1139,160.0757145002502,0.4509392857142858,0,0,328.0319999999997,26628.877999999997,0,18269.701000000005,546.5669999999998,941646.4925,0,0,0,0,1306.0569999999989,0,0,0,368.6899999999998,354.5155,451.99250000000006,806415.7590000003,14205.878000000004,12171.1365,260249.0795,4895.498499999999,
1140,413.1386064578325,3.62775,0,0,333.233999999998,218.55400000000003,0,858.3749999999999,238.23499999999984,404738.433000001,0,0,0,349.67599999999857,0,1062.6625000000004,1686.9980000000014,296.20499999999834,0,0,186.8459999999984,482.6200000000019,0,200.7974999999996,4211.50800000001,0,
1141,217.15474320273114,1.4578076923076926,0,0,581.4414999999995,0,0,3385.7775000000006,311.40999999999985,488394.63999999955,0,0,0,122989.10150000006,0,0,3765.671500000001,1752.5060000000003,375.2165000000006,0,3270.4945000000007,3130.988500000001,167.22900000000027,0,54667.8515,436.43799999999925,
1144,160.13331199246227,2.383205208333333,0,0,0,3027.7884999999937,187.6225000000004,0,2593.0054999999966,695846.1905000011,0,0,170.81999999999954,1638.6354999999942,0,206.38799999999907,164597.72500000024,1473.5050000000026,374.191,250.30799999999894,11839.646000000002,3604.7620000000024,1005.3349999999953,26030.816000000046,116335.17350000016,0,
1145,520.2465105999956,4.1544346153846154,0,0,200.79749999999962,640.0379999999982,0,0,409.12199999999774,195247.7859999981,0,0,0,623.9439999999977,179.54250000000056,534.7149999999987,0,0,323.8724999999981,191.21899999999977,2994.2030000000045,812.4154999999967,321.60249999999934,347.0440000000027,0,0,
1146,194.11747296841477,3.1827753623188415,5956.865999999985,5372.003000000013,6691.894500000022,6437.421500000008,4841.026000000008,2658.449999999988,7771.217999999998,221701.02750000064,2111.506000000005,4630.503000000013,8082.826999999999,4745.864000000032,7346.210500000008,7254.078000000003,1087698.4749999975,8106.467999999994,10275.652499999986,6353.6045,15240.752999999999,26762.600500000015,7371.3980000000065,10820.618499999986,139514.01800000013,0,
1147,233.1504233638445,0.83488125,0,312.6669999999999,0,0,0,583.4855000000002,168.66249999999997,241574.26100000017,366.96399999999994,204.45749999999998,562.4399999999988,221.7375000000003,47664.19349999998,232.59599999999944,1612.6214999999988,2337.853000000001,1297.938999999997,0,0,209.40799999999996,0,0,13206.902500000002,29285.928499999973,
1149,144.08039878673023,1.2874906250000002,240.9520000000016,936.379,0,0,5092.236000000002,1620.638,0,291565.5789999999,2161.218499999998,9051.60600000001,3083.7284999999997,257.4799999999999,0,0,0,286.08799999999957,5776.526499999997,4943.5345,2248.280999999997,939860.8505000002,3205104.3829999994,3726960.0820000013,0,0,
1150,231.16982394131747,3.0805848484848486,0,0,172.30500000000131,0,0,204.93750000000034,586.4400000000029,169300.15700000082,0,0,0,0,0,957.3094999999968,2516.3670000000034,898.5055000000011,0,0,167.33099999999956,177.0660000000003,0,0,16929.96249999996,51699.146999999844,
1153,442.2646484375,3.0661222222222224,0,0,0,0,0,0,0,137385.29199999993,0,0,281.13399999999945,0,0,0,0,0,0,0,0,0,0,0,787.8290000000047,0,
1154,313.08956594113954,0.7571537037037038,232.8089999999999,1308.0119999999995,172.19999999999993,1022.1994999999993,0,5971.756000000001,37001.401,271576.3679999999,0,0,0,555.9599999999997,0,1218.7504999999983,9211.688000000004,258.2159999999996,684.4749999999998,0,1245.0149999999992,32060.076499999985,237.9449999999994,482.4724999999999,15055.7475,213.11400000000026,
1156,358.1972274731832,3.4970844444444444,0,0,0,0,264.0399999999988,535.8360000000011,0,115198.10999999923,245.7000000000009,467.5245000000033,2984.904500000009,0,0,181.48500000000143,0,0,13778.842999999966,513.9849999999986,9468.962999999996,227.7515000000013,9715.765999999985,13978.453999999943,2946.7799999999907,16355.376499999993,
1159,217.15468225370998,2.049235714285714,0,0,618.8665000000004,0,0,357.86999999999847,1712.4370000000017,266019.6119999992,0,0,0,447.64849999999785,0,922.3754999999991,7851.78299999997,6038.400499999987,531.2805000000014,0,1304.0464999999988,784.1595000000023,0,760.2459999999965,64918.538500000046,19075.2795,
1161,279.16982241960295,3.500821014492754,0,882.9940000000079,757.2365000000076,573.4079999999955,7282.961,14877.526999999998,953.2179999999964,115449.53500000003,18363.647500000036,1930.83399999999,1137.019999999995,1149.7150000000029,24546.993499999884,4246.945999999988,5076.107000000014,6646.626999999961,8519.848000000007,1741.2779999999862,19899.86299999999,14718.939000000057,8810.102999999986,76274.62449999998,227487.4870000018,525729.6405000021,
1162,330.237991672092,4.126822222222223,0,0,0,0,0,0,0,112241.56550000075,0,0,0,180.0419999999994,0,0,246.3564999999985,0,0,0,0,0,215.48999999999955,0,5467.274,48707.79599999974,
1163,217.15432365639037,0.4742848484848485,0,1792.305499999999,0,279.24199999999985,7404.203500000001,2856.2254999999996,1594.7554999999998,131167.703,36280.85399999999,5790.778499999999,6311.9905,453.44899999999984,52827.056999999986,1471.1100000000006,8346.085499999997,4122.817999999998,12668.717500000002,38331.97900000001,486837.5315,1873.3169999999996,123782.57250000004,658620.7660000001,30314.062000000024,327181.869,
1168,291.1071944959236,0.7390393939393939,0,0,0,458.0224999999996,0,634.0994999999998,20278.0905,157627.2909999999,0,0,0,0,0,195.04099999999994,1142.034500000002,0,0,1095.5200000000018,332.00649999999996,18937.38499999999,528.4019999999987,1575.8804999999998,0,0,
1169,189.12353648957753,0.4244241666666667,0,1508.4149999999995,0,0,4431.255999999999,7090.632,4210.7285,215891.60399999996,0,4750.586500000001,3141.982,2450.1464999999994,20293.908999999996,1512.1519999999996,7249.158,15586.273999999996,15451.758000000003,24963.044499999996,209414.64399999997,10873.218500000004,77348.089,223817.15849999996,141150.558,343117.07749999996,
1170,288.1914610196674,2.7173428571428575,0,0,0,0,0,492.855999999999,746.948000000001,181300.55399999986,3252.044500000006,0,0,185.48950000000028,830.0540000000029,156.33550000000048,2099.0774999999953,0,200.1409999999995,0,4049.6050000000064,358.83150000000205,987.3959999999993,26491.389999999963,29195.41750000004,0,
1173,233.14943754460745,0.3653731884057972,0,773.7334999999998,553.1420000000002,331.55199999999985,1954.2829999999994,3386.744999999999,2058.774,103313.09049999993,10661.140000000007,1907.4885000000008,1522.7289999999998,1253.9660000000003,9015.0325,5195.757499999999,75349.97899999999,5197.667999999999,12666.376500000004,6431.986000000001,68158.216,6832.251499999998,23331.886000000002,46400.61099999998,84619.36000000004,194984.52900000007,
1174,464.2526015218098,3.0886299999999998,0,0,0,0,0,236.0159999999999,0,86301.09399999995,260.442000000001,0,0,0,0,0,178.4330000000014,0,1173.165999999997,0,1119.124500000002,0,1678.3034999999995,5176.168500000007,4686.106999999997,10395.372499999952,
1177,514.2567522684733,3.401308333333333,0,0,0,0,0,940.3450000000028,0,73672.71850000003,589.1800000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,751.9119999999973,0,
1178,264.1802444458008,2.9138083333333333,0,0,0,0,0,812.6820000000014,0,75252.93300000002,0,0,0,0,0,0,0,0,0,0,0,300.9319999999981,0,0,0,969.3939999999984,
1179,274.1750433701735,1.0230012820512822,0,0,0,0,0,0,455.8670000000006,126037.78800000019,667.9285000000002,0,0,285.534000000001,0,403.19399999999985,1227.3470000000013,0,597.3364999999999,0,2743.372000000002,937.6360000000004,371.48549999999915,12309.744000000008,31697.029499999953,141392.36600000013,
1184,307.6970443725586,2.9610791666666665,0,0,0,0,0,0,0,88538.16249999998,0,0,0,0,0,0,0,1000.3660000000003,0,0,0,0,0,0,2148.329000000007,3392.7674999999936,
1185,245.18567249358654,3.046809420289855,0,200.2630000000003,207.51800000000082,1399.0264999999986,936.2995000000026,6840.731999999997,1043.795000000002,113625.10599999988,17586.206000000002,1127.3100000000004,718.0504999999955,2335.3030000000085,10086.236,4716.261999999987,6673.532500000004,4629.8085000000165,6434.453000000001,984.0134999999984,9507.126000000015,16559.058499999934,8178.386000000025,33184.870999999956,254900.67050000024,1362374.1575000007,
1189,497.25286293029785,4.240114583333333,0,0,0,0,0,185.54599999999914,0,172764.93900000077,0,0,0,0,0,211.30199999999908,0,0,328.00000000000114,0,0,273.62949999999717,221.0625000000004,466.75399999999684,649.799999999999,0,
1195,261.1437875675976,1.1270859649122809,0,3875.6945000000032,0,15242.679000000002,1901.6985000000036,2673.3079999999964,0,121545.45199999992,36038.151999999995,13481.985000000017,16393.293,0,16325.426999999981,542.5089999999998,1690.482500000005,19779.80299999997,9393.056499999988,1992.8360000000025,3348.415500000005,0,18391.883499999996,7795.958000000019,1826.6289999999976,246618.62050000005,
1198,374.226712217785,3.5026595238095237,0,0,0,0,0,990.6489999999992,0,54173.72499999987,2352.181000000004,0,0,0,460.77049999999826,813.9975000000029,0,202.75000000000097,961.4070000000024,360.451,594.5029999999982,777.1230000000012,793.4264999999983,5045.557999999992,9157.539999999904,165324.01299999986,
1203,223.10761906895522,0.6586526315789475,0,0,0,0,2695.168500000001,1177.1085000000005,1271.2455000000007,72141.68699999998,12352.518499999995,0,4579.535499999999,708.2534999999998,6032.208500000005,407.3400000000006,5753.851499999998,2566.3770000000004,11603.544499999995,23093.88699999998,496650.42400000006,1105.231500000001,137596.01649999997,455976.65599999984,72546.20499999997,43350.89949999999,
1204,378.7072216215588,3.2486309523809522,0,0,0,0,0,356.3139999999984,0,49608.3504999998,274.2974999999993,0,0,0,0,0,0,182.26900000000023,0,288.640000000001,0,0,0,0,252.49500000000214,2958.603499999971,
1207,193.12652667363486,0.7698291666666668,141.02399999999955,0,0,0,0,0,0,69168.57899999997,0,0,0,0,0,0,378.13300000000015,448.22399999999936,214.44699999999995,0,0,0,0,307.192,450.72399999999993,5591.379500000007,
1208,231.17003554190708,1.2302022727272726,0,2976.557000000004,0,586.9095000000007,3591.124999999998,3778.2550000000056,1053.8059999999998,69572.37100000003,44390.084,9118.66,7251.648999999994,2145.8540000000025,31880.942499999972,2488.3245000000034,2803.842499999994,8446.094000000006,19823.93949999999,31463.75699999998,648149.0780000001,7653.914000000003,145292.84399999998,1511387.3814999997,265536.76649999985,2005569.9739999995,
1210,286.1753770747512,1.0732652777777778,0,0,0,0,0,216.94199999999938,0,118104.20149999998,1856.6365000000003,280.5460000000002,0,0,1509.228000000001,172.35750000000024,0,0,7557.067000000002,0,1199.782999999997,0,1566.8869999999995,3123.457999999994,5333.3394999999955,84283.83149999999,
1213,207.06474898126393,3.168459722222222,213.06999999999994,0,3372.195500000015,720.2319999999994,0,739.062500000001,180.6870000000004,45865.55599999989,0,0,0,1432.7555000000089,0,1084.7535000000007,599966.6145000018,33626.588500000085,0,0,0,19935.169500000007,0,0,346695.28399999987,0,
1217,508.20277893862215,0.5299845238095237,1996.3500000000022,0,0,25270.457500000008,0,75419.67899999999,279.3949999999995,57656.73049999998,189.83400000000034,286.7920000000001,0,4820.3359999999975,0,0,21839.332,70558.05550000002,0,0,226.32000000000033,7088.900999999987,0,0,32909.13749999999,13469.858500000006,
1218,557.1661580403645,5.560191666666666,0,0,0,0,0,0,0,51837.06799999972,0,0,0,0,0,350.42500000000064,0,0,0,0,0,0,0,0,0,0,
1227,219.13398361434017,0.5893688405797102,0,1868.3955000000014,1158.684,344.70700000000016,5488.469000000001,2550.706500000001,740.2449999999995,83629.19850000009,35534.6105,4174.721500000004,5999.822000000001,4766.546000000002,37702.929500000006,2371.462000000002,2295.849999999999,10204.825000000003,12022.323500000002,19597.259,266690.16150000005,2202.376500000001,48396.32450000001,609660.345,23731.798999999955,1086622.4059999993,
1229,316.2339494493272,1.2773722222222221,0,0,0,0,0,0,0,79806.01649999997,0,0,0,0,0,0,194.20800000000082,0,0,0,0,0,0,0,5496.148000000001,0,
1236,358.26905882800065,4.006565277777777,0,0,0,0,0,205.3125000000011,0,36798.28550000027,595.8209999999978,0,0,1115.1790000000037,0,1602.5039999999997,2920.593499999987,1048.2040000000034,0,0,839.4490000000036,1423.418999999992,0,849.5920000000042,70215.13599999949,53947.18999999987,
1238,225.07677801223025,3.15406,0,0,1509.6235000000083,0,0,224.81699999999807,0,35459.42149999991,0,78.0415000000003,0,178.4325000000007,0,298.2979999999999,384241.0850000004,17389.119000000006,0,0,0,9040.233000000007,0,0,200244.56100000002,0,
1271,342.23888844272545,3.661765789473685,0,0,0,0,645.3875000000004,0,767.2440000000043,38953.09999999992,1637.4079999999915,607.1699999999979,757.9979999999977,215.82000000000173,1538.4879999999966,716.2465000000002,1174.9460000000026,2925.3115000000043,11304.111500000019,2309.189500000005,62989.99200000014,429.6600000000014,7449.526000000034,62232.304499999824,4133.844999999965,127671.00600000074,
1274,250.1640779951205,0.45438333333333325,17979.732500000002,0,10539.441000000003,0,0,0,0,38426.357,0,0,0,8998.574999999997,0,0,0,0,241.68399999999974,203.99999999999983,477.6524999999997,15236.751999999999,0,2116.196999999999,0,0,
1275,344.2533733283148,3.7071211111111113,0,0,0,0,0,917.1394999999984,0,58292.03550000006,2176.6944999999937,0,0,918.5749999999944,496.0064999999979,798.6434999999989,3059.929000000004,2113.653500000006,457.7889999999989,0,866.5290000000105,1357.9035000000017,457.420499999997,3144.3520000000144,33637.84849999997,252464.4540000005,
1276,360.2128061930338,2.8295466666666664,0,0,0,0,0,347.57399999999774,0,40382.11949999988,0,0,0,0,0,0,176.8525000000012,0,0,0,521.0864999999968,0,0,0,4905.345999999972,0,
